marker,LG,Composite Map Position,[BGx(BLxNL)]95,GH1x35,Mullica Queen,Crimson Queen,Mullica Queen,Stevens,Polashock et al. (2014) scaffold,Predicted CDS
scaffold_3330_4772,3,85.84,NA,NA,NA,84.27,NA,NA,>scaffold_3330,g5757.t1
scaffold_69649_790,3,85.84,NA,NA,NA,84.27,NA,NA,#N/A,#N/A
scaffold_60765_2081,3,87.55,102.83,86.39,NA,NA,NA,NA,>scaffold_60765,NA
scaffold_13541_2643,3,87.55,102.83,NA,NA,86.65,NA,NA,>scaffold_13541,g16005.t1
NA172,3,87.55,NA,86.39,108.21,86.65,NA,NA,#N/A,#N/A
scaffold_2692_1979,3,87.55,NA,NA,109.4,86.65,NA,NA,>scaffold_2692,g4864.t1
scaffold_13541_2650,3,87.55,NA,NA,109.4,86.65,NA,NA,#N/A,#N/A
scaffold_35862,3,87.55,NA,NA,NA,86.65,NA,NA,#N/A,#N/A
scaffold_199587_181,3,87.79,NA,86.39,NA,NA,NA,NA,>scaffold_199587,NA
scaffold_199587_137,3,87.79,NA,86.39,NA,NA,NA,NA,#N/A,#N/A
scaffold_199587_157,3,87.79,NA,86.39,NA,NA,NA,NA,#N/A,#N/A
scaffold_199587_158,3,87.79,NA,86.39,NA,NA,NA,NA,#N/A,#N/A
scaffold_199587_182,3,87.79,NA,86.39,NA,NA,NA,NA,#N/A,#N/A
scaffold_3520_10124,3,88.15,NA,86.39,NA,87.25,NA,NA,>scaffold_3520,g6011.t1
scaffold_3287_3468,3,88.15,NA,NA,109.4,87.25,NA,NA,>scaffold_3287,g5692.t1
SCF58861,3,88.74,NA,86.39,111.78,87.84,NA,NA,#N/A,#N/A
scaffold_95650_374,3,91.12,NA,NA,111.78,NA,NA,NA,>scaffold_95650,NA
scaffold_12659_2033,3,91.12,NA,NA,111.78,NA,NA,NA,>scaffold_12659,NA
scaffold_12659_2051,3,91.12,NA,NA,111.78,NA,NA,NA,#N/A,#N/A
SCF27510,3,92.4,NA,NA,111.78,87.84,NA,NA,#N/A,#N/A
scaffold_58947_238,3,92.4,NA,NA,NA,87.84,NA,NA,>scaffold_58947,NA
SCF56561,4,0,NA,NA,0,0,NA,NA,#N/A,#N/A
418294_K63,4,0,NA,NA,0,0,NA,NA,#N/A,#N/A
scaffold_4605_6097,4,0,NA,NA,0,0,NA,NA,>scaffold_4605,g7399.t1
scaffold_47329_1182,4,0,NA,NA,0,NA,0,NA,>scaffold_47329,NA
scaffold_2079_1738,4,0.59,NA,NA,1.19,0,0,NA,>scaffold_2079,g3981.t1
scaffold_68330_223,4,0.59,NA,NA,2.38,0,0,NA,>scaffold_68330,NA
1trimcontig176303,4,0.59,NA,NA,2.38,0,NA,NA,#N/A,#N/A
SCF26697,4,0.59,NA,NA,2.38,0,NA,NA,#N/A,#N/A
scaffold_40808_2829,4,1.19,0,NA,4.76,NA,NA,NA,>scaffold_40808,NA
scaffold_71525_1564,4,1.19,0,NA,4.76,NA,NA,NA,>scaffold_71525,NA
scaffold_87360_1156,4,1.19,0,NA,NA,1.19,NA,NA,>scaffold_87360,NA
scaffold_66266_726,4,1.19,NA,NA,4.76,0.6,0,NA,>scaffold_66266,NA
2ms4d10b,4,1.19,NA,NA,4.76,0.6,NA,NA,#N/A,#N/A
ct119523,4,1.19,NA,NA,4.76,0,NA,NA,>scaffold_111040,NA
ct94504,4,1.19,NA,NA,4.76,NA,NA,NA,>scaffold_11617,NA
GVC-V24d10b_202,4,1.19,NA,NA,4.76,0.6,NA,NA,>scaffold_11771,NA
scaffold_5428_1979,4,1.19,NA,NA,4.76,NA,0,NA,>scaffold_5428,g8385.t1
scaffold_10709_5238,4,1.19,NA,NA,4.76,NA,NA,NA,>scaffold_10709,NA
scaffold_1231_11640,4,1.19,NA,NA,NA,0.6,NA,NA,>scaffold_1231,g2605.t1
scaffold_88382_740,4,1.19,NA,NA,NA,1.19,NA,NA,>scaffold_88382,NA
scaffold_88382_749,4,1.19,NA,NA,NA,1.19,NA,NA,#N/A,#N/A
scaffold_13942_3967,4,1.34,0,0,12.56,4.15,NA,NA,>scaffold_13942,NA
scaffold_172290_53,4,1.34,0,NA,NA,6.52,NA,0,>scaffold_172290,NA
scaffold_46954_428,4,1.34,0,NA,NA,NA,NA,NA,>scaffold_46954,NA
scaffold_466_11599,4,1.34,0,0,NA,6.52,NA,NA,>scaffold_466,g1207.t1
scaffold_19545_3755,4,1.34,0,NA,NA,NA,NA,NA,>scaffold_19545,g20305.t1
scaffold_9495_6545,4,1.34,NA,0,NA,NA,NA,0,>scaffold_9495,NA
scaffold_10450_6831,4,1.34,NA,0,NA,NA,NA,0,>scaffold_10450,g13417.t1
scaffold_10450_6833,4,1.34,NA,0,NA,NA,NA,0,#N/A,#N/A
scaffold_217165_17,4,1.34,NA,0,17.32,4.15,0,NA,>scaffold_217165,NA
scaffold_24467_132,4,1.34,NA,0,NA,NA,NA,NA,>scaffold_24467,NA
scaffold_65696_1602,4,1.34,NA,0,NA,NA,0,NA,>scaffold_65696,NA
scaffold_65696_1625,4,1.34,NA,0,NA,NA,0,NA,#N/A,#N/A
SCF83036,4,1.34,NA,0,17.32,4.15,NA,NA,>scaffold_120214,NA
scaffold_9495_6618,4,2.39,NA,0,19.71,6.52,0,0,#N/A,#N/A
scaffold_66687_192,4,2.39,NA,NA,NA,6.52,NA,NA,>scaffold_66687,NA
scaffold_70108_831,4,2.39,NA,NA,NA,6.52,NA,NA,>scaffold_70108,NA
scaffold_466_2095,4,2.39,NA,NA,NA,6.52,NA,0,#N/A,#N/A
scaffold_16354_3940,4,2.39,NA,NA,NA,NA,0,0,>scaffold_16354,NA
scaffold_49548_2207,4,2.39,NA,NA,NA,NA,0,0,>scaffold_49548,NA
scaffold_6214_5063,4,2.39,NA,NA,NA,NA,NA,0,>scaffold_6214,g9211.t1
scaffold_6115_6410,4,2.39,NA,NA,NA,NA,NA,0,>scaffold_6115,g9102.t1
scaffold_74033_763,4,2.39,NA,NA,NA,NA,NA,0,>scaffold_74033,NA
scaffold_10534_3929,4,2.39,NA,NA,NA,NA,NA,0,>scaffold_10534,g13493.t1
scaffold_17400_4358,4,2.39,NA,NA,NA,NA,NA,0,>scaffold_17400,NA
scaffold_17400_4363,4,2.39,NA,NA,NA,NA,NA,0,#N/A,#N/A
scaffold_29610_1729,4,2.39,NA,NA,NA,NA,NA,0,>scaffold_29610,g25865.t1
scaffold_33200_1441,4,2.39,NA,NA,NA,NA,NA,0,>scaffold_33200,NA
scaffold_33200_1542,4,2.39,NA,NA,NA,NA,NA,0,#N/A,#N/A
scaffold_46954_445,4,2.39,NA,NA,NA,NA,NA,0,#N/A,#N/A
scaffold_6115_3907,4,2.39,NA,NA,NA,NA,NA,0,#N/A,#N/A
scaffold_6115_3908,4,2.39,NA,NA,NA,NA,NA,0,#N/A,#N/A
scaffold_6115_6379,4,2.39,NA,NA,NA,NA,NA,0,#N/A,#N/A
scaffold_64185_535,4,2.39,NA,NA,NA,NA,NA,0,>scaffold_64185,NA
scaffold_74033_762,4,2.39,NA,NA,NA,NA,NA,0,#N/A,#N/A
scaffold_88382_682,4,2.39,NA,NA,NA,NA,NA,0,#N/A,#N/A
scf105g,4,2.39,NA,NA,NA,NA,NA,0,>scaffold_13275,NA
scaffold_42523_2226,4,3.33,NA,1.99,19.71,NA,NA,NA,>scaffold_42523,NA
scaffold_5615_8728,4,3.33,NA,1.99,NA,NA,NA,NA,>scaffold_5615,g8579.t1
scaffold_5120_1454,4,3.33,NA,1.99,20.9,8.31,NA,NA,>scaffold_5120,g8019.t1
scaffold_155464_207,4,3.33,NA,1.99,NA,6.52,NA,0,>scaffold_155464,NA
scaffold_16354_3959,4,3.33,NA,1.99,NA,6.52,NA,NA,#N/A,#N/A
scaffold_31187_2503,4,3.33,NA,1.99,19.71,NA,NA,NA,>scaffold_31187,NA
scaffold_4404_8428,4,3.33,NA,NA,19.71,6.52,NA,NA,>scaffold_4404,g7150.t1
scaffold_4404_8433,4,3.33,NA,NA,19.71,6.52,NA,NA,#N/A,#N/A
scaffold_2971_4707,4,3.33,NA,NA,20.9,NA,0,NA,>scaffold_2971,g5239.t1
scaffold_2971_4637,4,3.33,NA,NA,20.9,NA,0,NA,#N/A,#N/A
scaffold_2971_4766,4,4.18,NA,2.84,NA,NA,NA,NA,#N/A,#N/A
scaffold_49749_788,4,4.18,NA,2.84,20.9,NA,NA,NA,>scaffold_49749,NA
scaffold_15375_4951,4,4.18,NA,2.84,20.9,8.31,0,NA,>scaffold_15375,g17392.t1
vm83024,4,4.18,NA,NA,NA,8.31,NA,NA,>scaffold_18380,NA
scaffold_23835_1563,4,4.18,NA,NA,NA,NA,0,4.49,>scaffold_23835,g22963.t1
scaffold_2053_2139,4,4.61,NA,2.84,NA,NA,NA,4.49,>scaffold_2053,g3945.t1
scaffold_10081_5658,4,6.31,NA,4.54,NA,NA,NA,NA,>scaffold_10081,g13069.t1
scaffold_8435_1079,4,7.16,8.31,NA,NA,NA,NA,NA,>scaffold_8435,NA
scaffold_17095_1878,4,7.16,8.31,NA,27.47,11.29,NA,NA,>scaffold_17095,g18656.t1
scaffold_20563_1957,4,7.16,8.31,NA,27.47,NA,0,NA,>scaffold_20563,NA
scaffold_68346_1623,4,7.16,8.31,NA,NA,NA,NA,NA,>scaffold_68346,NA
scaffold_8435_1097,4,7.16,8.31,NA,NA,NA,NA,NA,#N/A,#N/A
SCF9157,4,7.16,8.31,NA,26.88,11.29,NA,NA,>scaffold_18824,NA
scaffold_421_12123,4,7.16,NA,5.39,26.88,NA,NA,NA,>scaffold_421,g1115.t1
scaffold_421_12125,4,7.16,NA,5.39,26.88,NA,NA,NA,#N/A,#N/A
scaffold_421_12126,4,7.16,NA,5.39,26.88,NA,NA,NA,#N/A,#N/A
scaffold_6130_7167,4,7.16,NA,5.39,NA,NA,NA,NA,>scaffold_6130,g9120.t1
scaffold_421_12120,4,7.16,NA,NA,26.88,NA,NA,NA,#N/A,#N/A
SCF162175,4,7.16,NA,NA,NA,8.31,NA,7.48,>scaffold_19017,g19965.t1
scaffold_14868_593,4,7.75,NA,NA,27.47,NA,NA,NA,>scaffold_14868,g17025.t1
scaffold_14113_5197,4,10.23,NA,5.39,31.05,NA,9.04,NA,>scaffold_14113,g16467.t1
scaffold_21976_1734,4,10.23,NA,5.39,31.05,NA,9.04,NA,>scaffold_21976,g21863.t1
scaffold_42755_973,4,10.23,NA,5.39,31.05,16.05,9.04,7.48,>scaffold_42755,NA
scaffold_54129_1190,4,10.23,NA,5.39,31.05,16.05,9.04,7.48,>scaffold_54129,NA
scaffold_69570_1175,4,10.23,NA,NA,NA,15.45,NA,NA,>scaffold_69570,NA
scaffold_8435_1114,4,10.82,8.31,NA,NA,NA,NA,8.97,#N/A,#N/A
scaffold_68346_1733,4,10.82,8.31,NA,NA,NA,NA,8.97,#N/A,#N/A
scaffold_68346_1752,4,10.82,8.31,NA,NA,NA,NA,8.97,#N/A,#N/A
scaffold_68346_1780,4,10.82,8.31,NA,NA,NA,NA,8.97,#N/A,#N/A
scaffold_68346_1806,4,10.82,8.31,NA,NA,NA,NA,8.97,#N/A,#N/A
scaffold_68201_613,4,10.82,NA,5.39,NA,11.29,NA,8.97,>scaffold_68201,NA
scf1172,4,10.82,NA,NA,31.05,16.64,NA,NA,>scaffold_20967,NA
scaffold_106626_368,4,10.82,NA,NA,31.05,16.64,12.02,NA,>scaffold_106626,NA
scaffold_106626_377,4,10.82,NA,NA,31.05,16.64,12.02,NA,#N/A,#N/A
scaffold_106626_385,4,10.82,NA,NA,31.05,16.64,12.02,NA,#N/A,#N/A
scaffold_28119_1915,4,10.82,NA,NA,32.84,NA,12.02,NA,>scaffold_28119,g25173.t1
scaffold_32307_1416,4,10.82,NA,NA,NA,16.64,NA,8.97,>scaffold_32307,NA
scaffold_106626_412,4,10.82,NA,NA,NA,NA,12.02,NA,#N/A,#N/A
scaffold_14113_5194,4,10.82,NA,NA,NA,NA,15.01,7.48,#N/A,#N/A
scaffold_1224_13094,4,11.32,NA,NA,NA,15.45,NA,8.97,>scaffold_1224,g2596.t1
scaffold_42755_943,4,11.32,NA,NA,NA,15.45,NA,8.97,#N/A,#N/A
scaffold_49537_1710,4,12.03,NA,NA,32.84,NA,NA,NA,>scaffold_49537,NA
scaffold_9204_4798,4,12.51,14.31,NA,NA,16.64,NA,NA,>scaffold_9204,g12226.t1
scaffold_9204_5443,4,13.16,14.31,NA,NA,NA,NA,8.97,#N/A,#N/A
scaffold_16749_3112,4,13.16,14.31,NA,NA,NA,NA,NA,>scaffold_16749,NA
scaffold_16749_3127,4,13.16,14.31,NA,NA,NA,NA,NA,#N/A,#N/A
scaffold_53486_1411,4,13.16,14.31,NA,NA,NA,NA,NA,>scaffold_53486,NA
scaffold_9204_4845,4,13.16,14.31,NA,NA,NA,NA,8.97,#N/A,#N/A
scaffold_138597_332,4,13.78,15.44,NA,NA,NA,NA,NA,>scaffold_138597,NA
scaffold_138597_342,4,13.78,15.44,NA,NA,NA,NA,NA,#N/A,#N/A
scaffold_70438_845,4,13.81,NA,NA,34.62,NA,NA,NA,>scaffold_70438,NA
scaffold_70438_852,4,13.81,NA,NA,34.62,NA,NA,NA,#N/A,#N/A
scaffold_293_13406,4,15.6,17.26,18.16,36.41,NA,12.02,NA,>scaffold_293,g834.t1
scaffold_158838_24,4,15.6,17.4,NA,NA,NA,NA,NA,>scaffold_158838,NA
scaffold_158838_36,4,15.6,17.4,NA,NA,NA,NA,NA,#N/A,#N/A
scaffold_158838_62,4,15.6,17.4,NA,NA,NA,NA,NA,#N/A,#N/A
ct119590,4,15.6,17.56,NA,36.41,21.42,NA,NA,>scaffold_21777,g21739.t1
416328_K63,4,15.6,NA,NA,36.41,21.42,15.01,8.97,>scaffold_24341,g23255.t1
scaffold_113790_253,4,15.6,NA,NA,NA,21.42,NA,8.97,>scaffold_113790,NA
scaffold_8435_965,4,15.6,NA,NA,NA,NA,NA,8.97,#N/A,#N/A
scaffold_16749_3183,4,15.6,NA,NA,NA,NA,NA,8.97,#N/A,#N/A
scaffold_1745_10073,4,15.6,NA,NA,NA,NA,NA,8.97,>scaffold_1745,g3464.t1
scaffold_175464_217,4,15.6,NA,NA,NA,NA,NA,8.97,>scaffold_175464,NA
scaffold_7142_5762,4,15.6,NA,NA,NA,NA,NA,8.97,>scaffold_7142,g10230.t1
scaffold_8435_980,4,15.6,NA,NA,NA,NA,NA,8.97,#N/A,#N/A
scaffold_47054_2298,4,17.25,NA,NA,36.41,NA,19.48,NA,>scaffold_47054,NA
scaffold_47054_2317,4,17.25,NA,NA,36.41,NA,19.48,NA,#N/A,#N/A
SCF113389,4,17.98,20.67,18.45,36.41,23.8,NA,NA,>scaffold_26291,g24301.t1
scaffold_90453_156,4,17.98,NA,NA,NA,23.8,NA,NA,>scaffold_90453,g39413.t1
SCF72229,4,17.98,NA,NA,NA,23.8,NA,NA,>scaffold_29411,NA
scaffold_90453_158,4,17.98,NA,NA,NA,23.8,NA,NA,#N/A,#N/A
scaffold_405_8462,4,18.39,20.67,NA,NA,NA,NA,NA,>scaffold_405,g1084.t1
scaffold_14223_3778,4,18.39,20.67,18.45,NA,NA,19.48,8.97,>scaffold_14223,NA
scaffold_405_8478,4,18.39,20.67,NA,NA,NA,NA,NA,#N/A,#N/A
5ms2b12,4,18.45,NA,NA,19.71,NA,20.97,11.96,>scaffold_31246,NA
scaffold_60960_209,4,18.45,NA,NA,NA,24.4,NA,8.97,>scaffold_60960,g35344.t1
scaffold_4553_1673,4,18.45,NA,NA,NA,24.4,NA,8.97,>scaffold_4553,g7328.t1
scaffold_27846_3448,4,18.58,NA,NA,NA,24.4,NA,NA,>scaffold_27846,NA
scaffold_25620_2456,4,19.95,22.64,18.45,NA,NA,NA,NA,>scaffold_25620,NA
SCF140628,4,20.23,NA,NA,39.39,26.18,NA,NA,>scaffold_3314,NA
CA855F,4,20.23,NA,NA,39.39,26.18,NA,NA,>scaffold_35862,NA
scaffold_25620_2595,4,20.36,22.64,19.3,NA,NA,NA,NA,#N/A,#N/A
scaffold_1374_4261,4,20.36,NA,19.3,NA,NA,NA,NA,>scaffold_1374,g2848.t1
SCF46739,4,20.36,NA,19.3,40.58,26.18,NA,NA,>scaffold_37046,NA
scaffold_4761_4837,4,23.5,NA,19.87,44.16,NA,20.97,NA,>scaffold_4761,NA
scaffold_4761_4853,4,23.5,NA,19.87,44.16,NA,20.97,NA,#N/A,#N/A
vm52682,4,23.94,NA,19.87,44.16,29.76,NA,NA,>scaffold_37951,NA
scaffold_21084_3315,4,24.72,NA,20.72,NA,NA,NA,NA,>scaffold_21084,NA
scaffold_45151_2781,4,24.72,NA,20.72,NA,NA,NA,NA,>scaffold_45151,NA
scaffold_311_12011,4,25,28.63,21,44.16,29.76,NA,NA,>scaffold_311,g878.t1
scaffold_13096_1145,4,25,NA,20.72,NA,29.76,NA,14.95,>scaffold_13096,g15653.t1
scaffold_5952_4592,4,25,NA,20.72,46.54,NA,22.47,NA,>scaffold_5952,g8934.t1
scaffold_13096_1158,4,25,NA,20.72,NA,29.76,NA,14.95,#N/A,#N/A
scaffold_20204_2267,4,25,NA,20.72,NA,29.76,NA,14.95,>scaffold_20204,NA
scaffold_8860_2059,4,25,NA,21,NA,NA,NA,NA,>scaffold_8860,g11896.t1
scaffold_95115_668,4,25,NA,21,NA,NA,NA,NA,>scaffold_95115,NA
scaffold_44149_1218,4,25,NA,29.53,44.16,NA,NA,NA,>scaffold_44149,NA
scaffold_2126_10218,4,25,NA,NA,46.54,NA,22.47,NA,#N/A,#N/A
scaffold_100190_244,4,25,NA,NA,46.54,29.76,NA,NA,>scaffold_100190,NA
scaffold_21084_3281,4,25,NA,NA,NA,29.76,NA,14.95,#N/A,#N/A
scaffold_2126_10174,4,25,NA,NA,NA,29.76,NA,14.95,#N/A,#N/A
scaffold_100190_220,4,25,NA,NA,NA,29.76,NA,NA,#N/A,#N/A
scaffold_95115_667,4,25.55,29.18,NA,NA,29.76,NA,14.95,#N/A,#N/A
scaffold_97922_630,4,25.55,NA,NA,NA,NA,23.96,14.95,>scaffold_97922,NA
scaffold_590_1189,4,26.49,29.18,22.99,NA,NA,NA,16.44,>scaffold_590,g1482.t1
scaffold_90626_366,4,26.49,29.18,22.99,NA,NA,NA,NA,>scaffold_90626,NA
scaffold_100190_229,4,26.49,29.18,NA,46.54,NA,23.96,NA,#N/A,#N/A
scaffold_90626_263,4,26.49,29.18,22.99,NA,NA,NA,NA,#N/A,#N/A
scaffold_90626_419,4,26.49,29.18,22.99,NA,NA,NA,16.44,#N/A,#N/A
scaffold_90626_783,4,26.49,29.18,22.99,NA,NA,NA,NA,#N/A,#N/A
scaffold_90626_797,4,26.49,29.18,22.99,NA,NA,NA,NA,#N/A,#N/A
scaffold_14937_1897,4,26.49,NA,22.99,NA,NA,NA,NA,>scaffold_14937,g17065.t1
scaffold_143372_297,4,26.49,NA,22.99,NA,NA,NA,NA,>scaffold_143372,NA
scaffold_590_1198,4,26.49,NA,22.99,NA,NA,NA,NA,#N/A,#N/A
scaffold_90626_453,4,26.49,NA,22.99,NA,NA,NA,NA,#N/A,#N/A
scaffold_4724_2880,4,26.77,29.46,NA,46.54,NA,23.96,NA,>scaffold_4724,NA
scaffold_93693_309,4,26.77,29.46,NA,NA,NA,NA,NA,#N/A,#N/A
scaffold_97922_695,4,26.77,29.46,NA,46.54,NA,23.96,NA,#N/A,#N/A
scaffold_8860_2075,4,26.77,NA,NA,46.54,NA,23.96,NA,#N/A,#N/A
SCF6530,4,26.79,NA,NA,48.33,31.55,NA,NA,>scaffold_38278,NA
scaffold_32238_721,4,26.79,NA,NA,NA,31.55,NA,16.44,>scaffold_32238,g27071.t1
scaffold_14937_1946,4,26.79,NA,NA,NA,31.55,NA,16.44,#N/A,#N/A
scaffold_90626_420,4,26.79,NA,NA,NA,31.55,NA,NA,#N/A,#N/A
scaffold_16032_5807,4,27.06,29.75,25.27,50.71,NA,23.96,NA,>scaffold_16032,NA
scaffold_16540_5236,4,27.06,29.75,25.27,50.71,NA,23.96,NA,>scaffold_16540,NA
scaffold_16540_5244,4,27.06,29.75,25.27,50.71,NA,23.96,NA,#N/A,#N/A
scaffold_23760_3475,4,27.34,30.03,25.27,50.71,NA,23.96,NA,>scaffold_23760,NA
scaffold_47518_2554,4,27.34,NA,NA,NA,NA,23.96,NA,>scaffold_47518,g32301.t1
scaffold_45191_576,4,28.13,30.03,25.27,50.71,33.92,NA,NA,>scaffold_45191,NA
scaffold_90402_451,4,28.13,NA,NA,NA,33.92,NA,NA,>scaffold_90402,NA
scaffold_80493_282,4,28.18,NA,27.54,NA,NA,NA,NA,>scaffold_80493,NA
scaffold_3474_6975,4,28.7,NA,27.54,51.9,NA,23.96,NA,>scaffold_3474,g5945.t1
scaffold_90402_452,4,29.33,33.45,NA,NA,33.92,NA,NA,#N/A,#N/A
scaffold_25483_2965,4,29.33,33.45,27.54,NA,35.12,NA,19.43,>scaffold_25483,NA
scaffold_25483_644,4,29.33,33.45,NA,51.9,NA,25.45,17.93,#N/A,#N/A
scaffold_9712_1323,4,29.33,33.45,NA,NA,NA,NA,NA,>scaffold_9712,NA
scaffold_9712_1352,4,29.33,33.45,NA,NA,NA,NA,NA,#N/A,#N/A
scaffold_81503_1092,4,29.33,34.01,NA,51.9,35.12,NA,NA,>scaffold_81503,NA
scaffold_195_14754,4,29.33,NA,NA,51.9,35.12,25.45,NA,>scaffold_195,g602.t1
SCF124075,4,29.33,NA,NA,51.9,35.12,NA,NA,>scaffold_42843,g30918.t1
scaffold_24035_2128,4,29.33,NA,NA,52.49,35.12,25.45,16.44,>scaffold_24035,NA
scaffold_1599_6682,4,29.33,NA,NA,NA,33.92,NA,19.43,>scaffold_1599,g3221.t1
scaffold_13076_780,4,29.33,NA,NA,NA,35.12,NA,19.43,>scaffold_13076,g15642.t1
scaffold_20038_5099,4,29.33,NA,NA,NA,NA,25.45,19.43,>scaffold_20038,g20632.t1
scaffold_37794_2052,4,29.33,NA,NA,NA,NA,25.45,NA,>scaffold_37794,NA
scaffold_195_14929,4,29.89,34.01,NA,NA,NA,NA,19.43,#N/A,#N/A
scaffold_113453_514,4,29.89,34.01,NA,NA,NA,NA,NA,>scaffold_113453,NA
scaffold_113453_577,4,29.89,34.01,NA,53.09,NA,25.45,NA,#N/A,#N/A
scaffold_113550_188,4,29.89,34.01,NA,53.09,NA,25.45,NA,>scaffold_113550,NA
scaffold_116983_232,4,29.89,34.01,NA,53.09,35.71,25.45,16.44,>scaffold_116983,NA
scaffold_131343_240,4,29.89,34.01,NA,53.09,35.71,NA,NA,>scaffold_131343,NA
scaffold_169448_97,4,29.89,34.01,NA,NA,35.71,NA,NA,>scaffold_169448,NA
scaffold_170656_108,4,29.89,34.01,NA,53.09,NA,25.45,NA,>scaffold_170656,NA
scaffold_18008_3339,4,29.89,34.01,NA,53.09,NA,25.45,NA,>scaffold_18008,g19289.t1
scaffold_18008_673,4,29.89,34.01,NA,53.09,35.71,NA,NA,#N/A,#N/A
scaffold_222939_110,4,29.89,34.01,NA,53.09,NA,25.45,NA,>scaffold_222939,NA
scaffold_2295_2038,4,29.89,34.01,NA,53.09,NA,25.45,NA,>scaffold_2295,g4306.t1
scaffold_2436_5595,4,29.89,34.01,NA,52.49,NA,25.45,NA,>scaffold_2436,NA
scaffold_55482_425,4,29.89,34.01,NA,53.09,NA,25.45,NA,>scaffold_55482,NA
scaffold_59299_131,4,29.89,34.01,NA,53.09,35.71,NA,NA,>scaffold_59299,NA
scf6955c,4,29.89,34.01,NA,53.09,35.71,NA,NA,>scaffold_4374,g7118.t1
scaffold_41942_2055,4,29.89,NA,NA,53.09,NA,NA,NA,>scaffold_41942,NA
vm52204,4,29.89,NA,NA,53.09,NA,NA,NA,>scaffold_48237,NA
scaffold_41942_2053,4,29.89,NA,NA,NA,35.71,NA,19.43,#N/A,#N/A
scaffold_2159_1339,4,29.89,NA,NA,NA,35.71,NA,19.43,>scaffold_2159,g4100.t1
scaffold_65798_429,4,29.89,NA,NA,NA,35.71,NA,19.43,>scaffold_65798,NA
scaffold_18008_3233,4,29.89,NA,NA,NA,35.71,NA,19.43,#N/A,#N/A
scaffold_18851_2161,4,29.89,NA,NA,NA,35.71,NA,19.43,>scaffold_18851,NA
scaffold_116983_281,4,29.89,NA,NA,NA,35.71,NA,19.43,#N/A,#N/A
scaffold_18755_3744,4,29.89,NA,NA,NA,NA,NA,19.43,>scaffold_18755,g19786.t1
scaffold_18755_3774,4,29.89,NA,NA,NA,NA,NA,19.43,#N/A,#N/A
scaffold_55482_414,4,29.89,NA,NA,NA,NA,NA,19.43,#N/A,#N/A
scaffold_60471_1576,4,29.89,NA,NA,NA,NA,NA,19.43,>scaffold_60471,NA
scaffold_9605_3252,4,29.89,NA,NA,NA,NA,NA,19.43,>scaffold_9605,g12605.t1
scaffold_62076_862,4,30.17,NA,29.53,NA,NA,NA,NA,>scaffold_62076,g35559.t1
scaffold_45782_2291,4,31.3,NA,30.66,NA,NA,NA,NA,>scaffold_45782,g31834.t1
scaffold_39165_111,4,31.31,35.43,NA,NA,NA,NA,NA,>scaffold_39165,g29717.t1
scaffold_85652_525,4,31.31,35.43,NA,NA,NA,NA,NA,>scaffold_85652,NA
SCF28100,4,32.32,35.43,32.08,56.07,36.9,NA,NA,>scaffold_50168,NA
scaffold_18755_3637,4,32.32,35.43,NA,56.07,NA,28.44,NA,#N/A,#N/A
scaffold_24341,4,32.32,NA,NA,56.07,36.9,NA,NA,>scaffold_51535,NA
305731_K63,4,32.32,NA,NA,56.66,NA,28.44,19.43,>scaffold_5180,NA
scaffold_4308_7311,4,32.32,NA,NA,NA,36.9,NA,NA,>scaffold_4308,NA
scaffold_48281_2402,4,32.32,NA,NA,NA,36.9,NA,NA,>scaffold_48281,g32497.t1
scaffold_48281_2501,4,32.32,NA,NA,NA,36.9,NA,NA,#N/A,#N/A
scaffold_48281_2513,4,32.32,NA,NA,NA,36.9,NA,NA,#N/A,#N/A
scaffold_38771_2073,4,32.32,NA,NA,NA,NA,NA,20.92,>scaffold_38771,NA
scaffold_31590_2799,4,32.72,NA,32.08,NA,NA,NA,NA,>scaffold_31590,NA
scaffold_23637_4496,4,32.88,NA,NA,56.66,NA,28.44,NA,>scaffold_23637,NA
scaffold_120214,4,32.91,NA,NA,56.66,36.9,NA,NA,>scaffold_54259,g33872.t1
scaffold_52689_990,4,33.26,NA,NA,56.66,NA,NA,NA,>scaffold_52689,NA
scaffold_48281_2414,4,33.3,37.7,NA,NA,NA,NA,NA,#N/A,#N/A
scaffold_82274_764,4,33.58,37.7,NA,56.66,NA,NA,NA,>scaffold_82274,NA
scaffold_24358_3619,4,33.58,37.7,32.94,NA,NA,NA,22.41,>scaffold_24358,NA
scaffold_80923_1125,4,33.58,37.7,32.94,NA,36.9,NA,NA,>scaffold_80923,NA
scaffold_34688_1347,4,33.58,37.98,NA,NA,36.9,NA,22.41,#N/A,#N/A
scaffold_59657_1014,4,33.58,37.98,32.94,NA,NA,NA,22.41,>scaffold_59657,NA
scaffold_34688_1306,4,33.58,37.98,NA,NA,36.9,NA,22.41,#N/A,#N/A
scaffold_80923_1123,4,33.58,37.98,NA,56.66,NA,32.93,NA,#N/A,#N/A
scaffold_1430_7505,4,33.58,NA,NA,NA,36.9,NA,22.41,>scaffold_1430,g2935.t1
scaffold_10827_3635,4,33.58,NA,NA,NA,36.9,NA,22.41,>scaffold_10827,NA
scaffold_1294_2260,4,33.58,NA,NA,NA,NA,NA,22.41,>scaffold_1294,g2721.t1
scaffold_1294_2276,4,33.58,NA,NA,NA,NA,NA,22.41,#N/A,#N/A
