,Marker,Segregation,,,CNJ02_1_1,CNJ02_1_2,CNJ02_1_3,CNJ02_1_4,CNJ02_1_5,CNJ02_1_6,CNJ02_1_7,CNJ02_1_8,CNJ02_1_9,CNJ02_1_10,CNJ02_1_11,CNJ02_1_12,CNJ02_1_13,CNJ02_1_14,CNJ02_1_15,CNJ02_1_16,CNJ02_1_17,CNJ02_1_18,CNJ02_1_19,CNJ02_1_20,CNJ02_1_21,CNJ02_1_22,CNJ02_1_23,CNJ02_1_24,CNJ02_1_25,CNJ02_1_26,CNJ02_1_27,CNJ02_1_28,CNJ02_1_29,CNJ02_1_30,CNJ02_1_31,CNJ02_1_32,CNJ02_1_33,CNJ02_1_34,CNJ02_1_35,CNJ02_1_36,CNJ02_1_37,CNJ02_1_38,CNJ02_1_39,CNJ02_1_40,CNJ02_1_41,CNJ02_1_42,CNJ02_1_43,CNJ02_1_44,CNJ02_1_45,CNJ02_1_46,CNJ02_1_47,CNJ02_1_48,CNJ02_1_49,CNJ02_1_50,CNJ02_1_51,CNJ02_1_52,CNJ02_1_53,CNJ02_1_54,CNJ02_1_55,CNJ02_1_56,CNJ02_1_57,CNJ02_1_58,CNJ02_1_59,CNJ02_1_60,CNJ02_1_61,CNJ02_1_62,CNJ02_1_63,CNJ02_1_64,CNJ02_1_65,CNJ02_1_66,CNJ02_1_67,CNJ02_1_68,CNJ02_1_69,CNJ02_1_70,CNJ02_1_71,CNJ02_1_72,CNJ02_1_73,CNJ02_1_74,CNJ02_1_75,CNJ02_1_76,CNJ02_1_77,CNJ02_1_78,CNJ02_1_79,CNJ02_1_80,CNJ02_1_81,CNJ02_1_82,CNJ02_1_83,CNJ02_1_84,CNJ02_1_85,CNJ02_1_86,CNJ02_1_87,CNJ02_1_88,CNJ02_1_89,CNJ02_1_90,CNJ02_1_91,CNJ02_1_92,CNJ02_1_93,CNJ02_1_94,CNJ02_1_95,CNJ02_1_96,CNJ02_1_97,CNJ02_1_98,CNJ02_1_99,CNJ02_1_100,CNJ02_1_101,CNJ02_1_102,CNJ02_1_103,CNJ02_1_104,CNJ02_1_105,CNJ02_1_106,CNJ02_1_107,CNJ02_1_108,CNJ02_1_109,CNJ02_1_110,CNJ02_1_111,CNJ02_1_112,CNJ02_1_113,CNJ02_1_114,CNJ02_1_115,CNJ02_1_116,CNJ02_1_117,CNJ02_1_118,CNJ02_1_119,CNJ02_1_120,CNJ02_1_121,CNJ02_1_122,CNJ02_1_124,CNJ02_1_125,CNJ02_1_126,CNJ02_1_127,CNJ02_1_128,CNJ02_1_129,CNJ02_1_130,CNJ02_1_131,CNJ02_1_132,CNJ02_1_133,CNJ02_1_134,CNJ02_1_135,CNJ02_1_136,CNJ02_1_137,CNJ02_1_138,CNJ02_1_139,CNJ02_1_140,CNJ02_1_141,CNJ02_1_142,CNJ02_1_143,CNJ02_1_144,CNJ02_1_145,CNJ02_1_146,CNJ02_1_147,CNJ02_1_148,CNJ02_1_149,CNJ02_1_150,CNJ02_1_151,CNJ02_1_152,CNJ02_1_153,CNJ02_1_154,CNJ02_1_155,CNJ02_1_156,CNJ02_1_157,CNJ02_1_167,CNJ02_1_171,CNJ02_1_172,CNJ02_1_177,CNJ02_1_181,CNJ02_1_182,CNJ02_1_186,CNJ02_1_187,CNJ02_1_188,CNJ02_1_189,CNJ02_1_191,CNJ02_1_193,CNJ02_1_198,CNJ02_1_200,CNJ02_1_201,CNJ02_1_203,CNJ02_1_204,CNJ02_1_207,CNJ02_1_225,CNJ02_1_226,CNJ02_1_228,CNJ02_1_235,CNJ02_1_159,CNJ02_1_160,CNJ02_1_161,CNJ02_1_162,CNJ02_1_163,CNJ02_1_164,CNJ02_1_165,CNJ02_1_166,CNJ02_1_168,CNJ02_1_169,CNJ02_1_170,CNJ02_1_173,CNJ02_1_174,CNJ02_1_175,CNJ02_1_176,CNJ02_1_178,CNJ02_1_179,CNJ02_1_180,CNJ02_1_184,CNJ02_1_185,CNJ02_1_190,CNJ02_1_192,CNJ02_1_232,CNJ02_1_195,CNJ02_1_196,CNJ02_1_197,CNJ02_1_199,CNJ02_1_202,CNJ02_1_205,CNJ02_1_206,CNJ02_1_208,CNJ02_1_209,CNJ02_1_210,CNJ02_1_212,CNJ02_1_213,CNJ02_1_214,CNJ02_1_219,CNJ02_1_220,CNJ02_1_222,CNJ02_1_223,CNJ02_1_224,CNJ02_1_227,CNJ02_1_229,CNJ02_1_231
288,SCF9872,<lmxll>,7,7,ll,ll,lm,ll,lm,ll,ll,ll,lm,ll,ll,lm,lm,lm,lm,ll,ll,ll,ll,ll,ll,lm,lm,lm,ll,ll,ll,ll,lm,lm,lm,ll,lm,lm,lm,ll,lm,ll,ll,ll,lm,ll,ll,ll,lm,ll,lm,lm,lm,ll,lm,ll,lm,ll,ll,lm,ll,ll,lm,lm,ll,lm,lm,lm,ll,ll,ll,ll,lm,ll,ll,ll,lm,ll,ll,ll,ll,ll,lm,lm,lm,ll,lm,lm,ll,lm,lm,ll,lm,ll,ll,ll,lm,lm,lm,ll,ll,ll,lm,lm,ll,lm,lm,lm,lm,ll,ll,lm,lm,lm,ll,ll,lm,lm,lm,lm,lm,lm,ll,lm,lm,lm,lm,ll,ll,lm,lm,lm,lm,lm,ll,lm,lm,lm,ll,ll,lm,lm,ll,ll,ll,ll,ll,lm,ll,lm,ll,lm,ll,lm,ll,ll,ll,lm,lm,ll,lm,lm,ll,lm,lm,ll,ll,ll,ll,ll,ll,ll,ll,lm,ll,ll,ll,ll,ll,lm,lm,lm,lm,lm,lm,lm,lm,lm,lm,lm,lm,ll,lm,lm,lm,lm,ll,lm,lm,ll,ll,lm,lm,lm,lm,ll,lm,ll,ll,lm,lm,ll,lm,lm,lm,ll,lm,ll,lm,lm,lm,ll,ll,lm,lm,ll
289,1trimcontig217158,<lmxll>,7,7,lm,lm,ll,lm,ll,lm,lm,lm,ll,lm,lm,ll,ll,ll,ll,lm,lm,lm,lm,lm,lm,ll,lm,ll,lm,lm,lm,lm,ll,ll,ll,lm,lm,ll,ll,lm,ll,lm,lm,lm,lm,lm,lm,lm,lm,lm,ll,ll,ll,lm,ll,lm,ll,ll,lm,ll,ll,lm,ll,ll,ll,ll,ll,ll,lm,lm,lm,lm,ll,lm,lm,lm,lm,lm,lm,lm,lm,lm,ll,ll,ll,ll,ll,ll,lm,ll,ll,lm,--,lm,lm,ll,ll,ll,ll,lm,lm,lm,ll,ll,ll,ll,ll,ll,ll,lm,lm,ll,ll,ll,lm,lm,ll,ll,lm,ll,ll,ll,lm,ll,ll,ll,ll,lm,lm,ll,ll,ll,lm,ll,lm,ll,ll,ll,lm,lm,ll,ll,lm,ll,lm,lm,lm,ll,lm,ll,lm,ll,lm,ll,lm,ll,lm,ll,ll,lm,ll,--,lm,ll,ll,lm,lm,lm,lm,lm,lm,lm,lm,ll,lm,lm,lm,ll,ll,ll,ll,ll,ll,ll,ll,lm,ll,ll,ll,ll,ll,lm,ll,ll,ll,ll,lm,lm,ll,lm,lm,ll,--,ll,ll,lm,ll,lm,lm,ll,ll,lm,ll,ll,ll,lm,ll,ll,ll,ll,ll,lm,lm,ll,ll,lm
290,SCF184873,<lmxll>,7,7,lm,lm,ll,lm,ll,lm,ll,lm,ll,lm,lm,ll,ll,ll,ll,lm,lm,lm,lm,ll,ll,ll,lm,ll,--,lm,lm,lm,lm,ll,ll,lm,ll,ll,lm,lm,ll,lm,lm,lm,lm,lm,lm,lm,lm,lm,ll,ll,ll,lm,ll,lm,ll,ll,lm,ll,ll,lm,ll,ll,ll,ll,ll,ll,lm,lm,lm,lm,ll,lm,lm,lm,ll,lm,lm,lm,lm,lm,ll,ll,ll,ll,ll,ll,lm,ll,ll,lm,ll,lm,lm,ll,ll,ll,ll,lm,lm,lm,ll,ll,ll,ll,ll,ll,ll,lm,lm,ll,ll,lm,lm,lm,ll,ll,lm,ll,ll,ll,lm,ll,ll,ll,ll,lm,lm,lm,ll,ll,lm,ll,ll,ll,ll,ll,lm,lm,lm,ll,lm,ll,lm,lm,lm,ll,lm,ll,lm,lm,lm,ll,lm,ll,lm,ll,ll,lm,ll,ll,lm,ll,ll,lm,lm,lm,lm,ll,lm,lm,ll,ll,lm,lm,lm,ll,ll,ll,ll,ll,ll,ll,ll,lm,ll,ll,ll,ll,ll,lm,ll,ll,ll,ll,lm,lm,ll,lm,lm,ll,ll,lm,ll,lm,ll,lm,lm,lm,ll,ll,ll,ll,lm,lm,ll,ll,ll,ll,ll,lm,ll,ll,ll,lm
291,SCF193103,<lmxll>,7,7,ll,lm,ll,lm,ll,lm,lm,lm,ll,lm,lm,lm,ll,lm,ll,lm,lm,lm,lm,lm,lm,ll,ll,ll,lm,lm,ll,lm,ll,ll,ll,ll,ll,ll,ll,lm,ll,lm,lm,lm,ll,lm,lm,ll,ll,lm,ll,ll,lm,lm,lm,lm,ll,lm,lm,lm,lm,lm,ll,ll,lm,ll,ll,ll,lm,lm,lm,lm,ll,lm,lm,lm,ll,lm,ll,lm,lm,lm,ll,ll,ll,lm,ll,ll,lm,ll,ll,lm,ll,ll,lm,lm,ll,ll,ll,lm,lm,lm,ll,ll,lm,ll,ll,ll,ll,lm,lm,ll,ll,lm,lm,ll,ll,ll,ll,ll,ll,lm,lm,ll,ll,lm,ll,lm,ll,ll,ll,ll,ll,ll,lm,ll,ll,ll,lm,lm,ll,ll,lm,lm,lm,lm,lm,lm,lm,ll,lm,ll,lm,ll,lm,lm,lm,ll,ll,lm,ll,ll,lm,ll,ll,lm,lm,lm,ll,lm,lm,lm,lm,ll,ll,lm,lm,ll,lm,ll,ll,ll,ll,ll,ll,ll,ll,ll,ll,ll,ll,lm,ll,ll,lm,lm,lm,ll,ll,lm,lm,ll,lm,ll,ll,ll,ll,lm,ll,lm,ll,lm,ll,--,--,--,--,--,--,--,--,lm,lm,ll,ll,lm
292,SCF208883,<lmxll>,7,7,lm,lm,ll,lm,ll,lm,lm,lm,ll,lm,lm,ll,ll,ll,ll,lm,lm,lm,lm,lm,lm,ll,ll,ll,lm,lm,lm,lm,ll,ll,ll,lm,ll,ll,ll,lm,ll,lm,lm,lm,ll,lm,lm,ll,ll,lm,ll,ll,ll,lm,ll,lm,ll,lm,lm,ll,lm,lm,ll,ll,lm,ll,ll,ll,lm,lm,lm,lm,ll,lm,lm,lm,ll,lm,lm,lm,lm,lm,ll,ll,ll,lm,ll,ll,lm,ll,ll,lm,ll,lm,lm,lm,ll,ll,ll,lm,lm,lm,ll,ll,lm,ll,ll,ll,ll,lm,lm,ll,ll,lm,lm,lm,ll,ll,ll,ll,ll,ll,lm,ll,ll,ll,ll,lm,lm,ll,ll,ll,ll,ll,lm,ll,ll,ll,lm,lm,ll,ll,lm,lm,lm,lm,lm,lm,lm,ll,lm,ll,lm,ll,--,lm,lm,ll,ll,lm,ll,ll,lm,ll,ll,lm,lm,lm,lm,lm,lm,lm,lm,ll,lm,lm,lm,lm,lm,ll,ll,ll,ll,ll,ll,ll,ll,ll,ll,ll,ll,lm,ll,ll,ll,ll,lm,ll,ll,lm,lm,ll,ll,ll,ll,lm,ll,lm,lm,ll,ll,lm,ll,ll,ll,lm,ll,lm,ll,ll,ll,lm,lm,ll,ll,lm
293,SCF915,<hkxhk>,7,7,kk,hk,kk,hk,hk,hh,hh,kk,hk,hk,hk,hk,kk,hk,hk,hh,hk,hk,kk,hk,hh,kk,hk,hk,hk,hk,kk,hk,hk,kk,kk,hk,kk,hk,kk,hk,hh,hh,hh,hh,hk,hh,hh,hk,kk,hk,kk,hk,hh,hh,hh,hk,hk,hk,hh,hk,hk,hk,kk,hk,hh,hk,kk,hk,kk,hk,hk,hh,hk,hk,hk,hk,hk,hh,hk,hk,kk,hk,kk,kk,kk,hk,kk,kk,hh,hh,hk,hk,kk,hk,hk,hk,kk,hk,hk,hk,hh,hk,hk,kk,hk,kk,hk,hk,kk,kk,hh,hk,hk,hk,kk,hk,hk,hk,hk,kk,hk,hh,hk,kk,hk,hk,kk,hh,hk,hk,hk,kk,kk,kk,hk,hk,kk,hk,hh,hk,kk,hk,hk,hk,hh,hh,hk,hh,hk,hh,hh,kk,--,kk,kk,hh,hh,kk,kk,hk,hk,hk,hh,hk,hk,hh,hk,hk,hk,hh,hk,hk,hh,hh,kk,hh,hk,hk,hh,hk,hk,hk,kk,hk,kk,kk,hk,hh,hk,hh,kk,hh,kk,kk,kk,hk,hk,hk,kk,hh,hk,hk,hk,kk,kk,kk,kk,hh,kk,hh,kk,hk,kk,kk,kk,kk,hk,hk,kk,kk,kk,hk,hk,kk,kk,hh
294,scf137c,<hkxhk>,7,7,kk,hk,hh,hk,hk,kk,hh,hk,hk,hk,kk,hh,hh,hk,hh,kk,kk,kk,hk,hk,hk,hh,kk,hh,hk,hk,hk,kk,hk,hk,kk,kk,hk,hh,kk,hk,hk,hk,kk,hh,kk,hk,hk,kk,hk,kk,hh,hh,hk,kk,hh,kk,hh,hh,kk,hh,hk,kk,hk,hh,hh,hh,hk,hh,kk,hk,kk,hk,hh,kk,kk,hk,hk,hk,kk,kk,hh,hk,kk,hh,hk,hk,hh,hk,kk,kk,hk,kk,hk,kk,kk,hh,hk,hk,hk,kk,hk,hk,hh,hh,hh,hh,hk,hh,hk,hk,kk,hh,hk,kk,hh,kk,hk,hh,kk,hk,hh,hh,kk,hk,hh,hk,hh,kk,hk,kk,hh,hk,kk,hh,hh,hh,hh,hk,kk,hk,hk,hh,hk,hh,kk,kk,hk,hk,hk,hk,hk,kk,kk,hk,hk,hk,kk,hh,hk,kk,hh,hh,kk,hh,hk,hk,hk,kk,hk,hh,kk,hk,hh,hk,hh,hk,hk,hk,hk,hk,hk,hh,hh,hk,hh,hk,hk,hk,hk,hk,hh,kk,hh,hh,hk,hh,kk,hk,hk,hk,hk,hh,hk,hk,hk,kk,hh,hk,hk,hk,kk,hk,hh,hk,hh,kk,hh,hh,hh,hk,hh,kk,hh,hk,hk,kk
295,SCF56717,<hkxhk>,7,7,hk,hk,hh,hk,hk,hk,hk,hh,hk,hh,kk,hk,hh,hk,hh,hk,kk,kk,hh,hk,hk,hh,kk,hh,hk,hk,kk,kk,hk,hh,kk,kk,hk,hh,kk,hk,hk,hk,kk,hk,kk,hk,hk,hk,kk,kk,hh,hh,hk,hk,hk,kk,hh,hk,kk,hh,hh,kk,hk,hh,hh,hh,hk,hh,kk,hk,hk,hh,hk,kk,kk,kk,hk,kk,kk,kk,hk,hk,kk,hh,hk,hk,hh,hk,kk,kk,hk,kk,hh,hk,kk,hh,hk,kk,hk,kk,hk,hk,hh,hk,hh,hh,kk,hh,hh,hh,kk,hh,hk,hk,hh,kk,hh,kk,hk,hk,hk,hk,hk,--,hh,kk,hh,kk,hk,kk,hh,hk,hk,hh,hh,hh,hh,hk,hk,hk,kk,hh,hk,hk,kk,kk,hk,hk,hk,hk,hk,kk,kk,hk,hk,hh,kk,hk,hh,kk,hh,hk,kk,hk,hk,kk,kk,kk,hk,hh,hk,hh,hh,hk,hh,hk,hk,hh,hk,hk,hk,hh,hh,hh,hh,kk,kk,hk,hk,hk,hh,kk,hh,hh,hk,hh,kk,hk,kk,hk,hk,hk,hk,hk,hk,kk,hk,hh,kk,hk,kk,hk,hk,hk,hh,kk,hk,hh,hk,hh,kk,hk,hh,hk,hk,hk
296,SCF187979,<efxeg>,7,7,fg,eg,fg,eg,fg,ee,ee,fg,ef,eg,eg,eg,fg,eg,ef,ee,eg,eg,fg,eg,ee,fg,ef,ef,eg,eg,fg,eg,ef,fg,fg,ef,fg,ef,fg,ee,ee,ee,ee,ee,ef,eg,ee,ef,fg,eg,fg,ef,ee,ee,ee,eg,ef,eg,ee,eg,eg,eg,fg,ef,ee,ef,fg,fg,eg,ef,ee,ee,ef,eg,eg,eg,ef,ee,ef,eg,fg,eg,ef,fg,fg,eg,fg,fg,ee,ee,ef,eg,fg,ef,ef,eg,ef,eg,eg,eg,ee,ef,ef,fg,eg,fg,ef,ef,fg,fg,ee,ef,ef,eg,fg,fg,ef,ef,ef,fg,ee,ee,eg,fg,ef,eg,fg,ee,ef,ef,ef,fg,fg,fg,eg,ef,fg,ef,ee,eg,fg,ef,eg,ee,ee,ee,ef,ee,eg,ee,ee,fg,ee,fg,fg,ee,ee,ef,fg,eg,fg,eg,ee,ef,ef,ee,eg,eg,ef,ee,eg,eg,eg,ee,fg,ee,eg,ef,eg,fg,ef,ef,fg,ef,fg,fg,eg,ef,ef,eg,fg,ee,fg,fg,eg,eg,eg,ef,fg,ee,eg,ef,eg,fg,fg,fg,fg,ee,fg,ee,fg,ee,fg,fg,fg,fg,eg,eg,fg,--,fg,eg,ef,fg,fg,ee
297,scf2s,<efxeg>,7,7,ee,fg,fg,ee,fg,fg,ee,ge,ge,ge,ef,fg,ge,ee,ge,ee,ef,ge,ee,ee,ee,ge,ef,ge,ee,fg,ef,ef,fg,ge,ef,ee,ee,ge,ef,ee,fg,fg,ef,ee,ef,fg,fg,fg,ef,ef,ge,ge,ee,ee,--,ef,ee,ee,ef,ge,ge,ee,ee,ge,ge,ge,ge,ge,ef,fg,fg,ge,fg,ef,ef,ef,ee,ef,ef,ef,ee,fg,ef,ge,ee,ef,ee,ee,ef,ef,ee,ef,ge,ge,ef,ge,ee,ef,fg,ee,ee,fg,ge,ee,ge,ge,ef,ge,ge,ge,ef,ge,ee,fg,ge,ef,ge,ef,fg,fg,ef,ee,ee,ge,ge,ef,ge,ef,fg,ee,ge,ge,fg,ge,ge,ge,ge,fg,fg,fg,ef,ge,fg,fg,ef,ef,fg,ee,ee,ee,fg,ef,ef,ee,ee,ge,ef,ef,ge,ef,ge,ee,ef,ee,ee,ef,ef,ef,fg,ge,fg,ge,ge,ee,ge,fg,fg,ge,ee,ef,ee,ge,ge,fg,ge,ef,ef,ee,ee,ee,ge,ef,ge,ge,ee,ge,ef,fg,ef,fg,ee,ee,ee,fg,ee,ef,ee,ge,ef,fg,ef,ee,fg,fg,ge,fg,ee,ge,fg,ee,ef,fg,ge,ee,ee,fg
298,ct145217,<efxeg>,7,7,ee,ee,fg,eg,ef,eg,eg,ee,fg,ee,ee,ef,fg,ef,fg,eg,ee,ee,ee,eg,eg,ef,fg,fg,eg,ee,ee,ee,fg,fg,ef,eg,ef,fg,ef,eg,fg,eg,eg,ee,fg,ee,ee,eg,ef,eg,ef,ef,fg,eg,fg,ee,ef,ee,eg,ef,eg,ee,ef,fg,ee,ef,ef,ef,ee,eg,eg,eg,ef,eg,eg,ee,fg,eg,eg,ee,ee,ee,fg,fg,fg,ee,ef,fg,eg,fg,ef,ee,fg,eg,eg,ee,fg,fg,ef,eg,eg,ee,fg,ef,ee,ef,fg,fg,fg,eg,ee,ef,fg,fg,ee,ee,fg,fg,fg,ef,ef,fg,ee,ef,fg,ef,ef,eg,eg,fg,fg,ef,fg,ef,ee,ef,ef,fg,eg,ee,ef,ef,ee,eg,eg,eg,eg,fg,eg,fg,ee,ef,eg,ef,ee,eg,eg,fg,ef,ee,ef,ef,eg,fg,fg,ee,ee,eg,eg,ee,ee,ee,ee,fg,eg,eg,ee,ee,eg,ef,fg,fg,ef,fg,fg,ef,ef,fg,fg,ef,ef,ee,ef,ef,ef,ef,eg,fg,fg,eg,ee,ef,fg,ef,ef,eg,ef,eg,ee,fg,ef,eg,ef,ef,ef,eg,ef,ee,ef,fg,ef,eg,ee,ef,ef,eg
299,ct95345,<efxeg>,7,7,ef,ee,fg,ee,ef,eg,eg,ee,fg,ee,ee,ee,fg,ee,fg,eg,ee,ee,ee,eg,eg,ef,fg,fg,ee,ee,ef,ee,fg,fg,ef,fg,ef,fg,ef,eg,fg,eg,eg,eg,fg,ee,eg,fg,ef,ee,ef,fg,eg,ee,eg,ee,fg,ee,eg,ef,eg,ee,ef,fg,ee,fg,ef,ef,ee,eg,eg,eg,ef,eg,ee,ee,fg,eg,fg,ee,ee,ee,fg,ef,ef,ee,ef,ef,eg,fg,fg,ee,ef,fg,eg,ee,fg,ef,ef,ee,eg,eg,fg,ef,ee,ef,fg,fg,ef,ee,ee,ef,fg,ee,ee,ef,fg,fg,fg,ef,fg,eg,ee,ef,fg,ee,ef,ee,eg,fg,fg,ef,fg,ef,ee,ef,ef,fg,eg,ee,ef,ef,ee,eg,eg,eg,eg,eg,ee,fg,eg,ef,eg,ef,ee,eg,eg,fg,ef,ee,ef,ef,eg,fg,fg,eg,eg,eg,eg,eg,ee,ee,ee,fg,fg,eg,ee,ee,eg,ef,fg,fg,ef,fg,ef,ef,ef,fg,fg,ef,ef,ee,ef,ef,ee,ee,eg,fg,fg,eg,ee,fg,eg,ef,ef,ef,ef,eg,ef,eg,ef,--,ef,ef,ef,eg,ef,ee,ef,fg,ef,eg,ee,ef,ef,eg
300,419834_K63,<efxeg>,7,7,eg,fg,eg,fg,ee,ef,ef,,ee,fg,fg,fg,eg,fg,ee,ef,fg,fg,eg,fg,ef,eg,ee,ee,fg,fg,,fg,ee,eg,eg,ee,eg,ee,eg,ef,ef,ef,ef,ef,ee,fg,ef,ee,eg,fg,eg,ee,ef,ef,ef,fg,ee,fg,ef,fg,fg,fg,eg,ee,ef,ee,eg,eg,eg,ee,ef,ef,ee,fg,fg,fg,ee,ef,ee,,eg,fg,ee,eg,eg,fg,eg,eg,ef,ef,ee,fg,eg,ee,ee,fg,ee,fg,fg,fg,ef,ee,ee,eg,fg,eg,ee,ee,eg,eg,ef,ee,ee,fg,eg,ee,ee,ee,ee,eg,ef,ef,fg,eg,ee,fg,eg,ef,ee,ee,ee,eg,eg,eg,fg,ee,eg,ee,ef,fg,eg,ee,fg,ef,ef,ef,ee,ef,fg,ef,ef,eg,ef,eg,eg,ef,ef,ee,eg,fg,eg,fg,ef,ee,ee,ef,fg,fg,ee,ef,fg,fg,fg,ef,eg,ef,fg,ee,ef,fg,ee,ee,eg,ee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,SCF10514,<efxeg>,7,7,eg,fg,eg,fg,ee,ef,ef,eg,ee,fg,fg,fg,eg,fg,ef,ee,ef,ef,eg,ef,fg,eg,ee,ee,fg,ef,eg,eg,eg,eg,eg,eg,ee,ee,eg,fg,ef,ee,ef,ef,ee,ef,ef,ee,ee,fg,eg,ee,ef,fg,ef,eg,ee,fg,ef,fg,fg,fg,eg,ee,ef,ee,eg,fg,eg,ee,fg,ef,ef,fg,fg,fg,eg,fg,--,fg,eg,fg,eg,eg,eg,fg,fg,eg,ef,ee,ee,fg,eg,ee,ee,eg,ee,ef,fg,fg,ef,ee,ef,ee,fg,eg,ee,ee,ee,eg,ef,ef,ee,fg,eg,ee,eg,ef,ee,eg,ee,ef,fg,eg,ee,fg,eg,ef,ef,ef,ee,eg,eg,eg,fg,eg,eg,ee,ef,fg,eg,ee,fg,ee,ef,ef,ee,ef,fg,ef,eg,fg,ee,eg,ee,ef,ef,fg,eg,fg,ee,fg,ee,ee,ee,ef,ef,fg,ee,ef,ef,fg,ee,ef,eg,ef,ef,ef,fg,fg,ee,ee,eg,ee,eg,ee,ef,fg,ee,ef,fg,ee,eg,eg,eg,fg,ee,ee,eg,ef,fg,eg,fg,eg,fg,eg,fg,ef,ee,ef,fg,fg,eg,eg,eg,eg,ef,fg,ee,eg,eg,fg,fg,eg,eg,ef
302,409618_K63,<efxeg>,7,7,eg,eg,ef,ee,fg,ee,ee,eg,ef,eg,eg,fg,ef,fg,ef,ee,eg,ee,eg,ee,ee,fg,ef,--,ee,eg,eg,eg,ef,ef,fg,ee,eg,fg,fg,ee,ef,ee,ee,eg,ee,eg,eg,ee,eg,ee,fg,fg,ef,ee,ef,eg,fg,eg,ee,fg,ee,eg,fg,ef,fg,fg,fg,--,eg,ee,ee,ee,fg,ee,ee,eg,ef,ee,ee,eg,eg,eg,ef,fg,ef,fg,fg,ef,ee,ef,fg,eg,ef,ee,ee,eg,ef,ef,--,ee,ee,eg,ef,fg,fg,fg,ef,ef,ef,ee,eg,fg,ef,ef,eg,eg,ef,ef,ee,fg,fg,--,eg,fg,ef,fg,fg,ee,ee,ef,ef,fg,ef,ef,eg,fg,fg,ef,ee,eg,fg,fg,eg,ee,ee,--,ee,ef,ee,ef,eg,fg,ee,fg,eg,ee,ee,ef,fg,eg,fg,fg,ee,fg,ef,eg,eg,ee,ee,eg,eg,eg,eg,ef,ee,eg,eg,ef,ef,fg,ef,ef,fg,ef,ef,fg,fg,ef,ef,fg,fg,eg,fg,fg,fg,fg,ee,fg,ef,eg,eg,fg,ef,fg,fg,ee,fg,ee,eg,ef,fg,ee,fg,fg,fg,ee,fg,eg,fg,ef,fg,ee,eg,fg,fg,ee
303,SCF150898,<efxeg>,7,7,ee,--,ee,ef,ge,fg,fg,ee,--,--,ef,ef,ee,ef,fg,fg,--,ef,ee,ef,ef,ee,ge,ge,ef,--,ee,--,--,--,ee,--,--,ge,ee,--,--,--,fg,--,--,fg,fg,ge,ee,ef,ee,ge,fg,ef,fg,ef,ge,ef,fg,ef,ef,ef,ee,ge,fg,ge,ee,ef,ee,ge,--,fg,fg,ef,ef,ef,--,--,ge,ef,ee,ef,ee,ee,ee,--,ee,ee,fg,ge,ge,--,ee,ge,ge,ee,--,ef,ef,--,--,--,--,ee,--,ee,ge,ge,ee,ee,--,--,ee,ef,--,ee,--,fg,ge,ee,ge,fg,--,ee,ge,--,--,fg,--,ge,--,ee,ee,--,ee,--,--,ge,ge,--,--,--,ef,ge,fg,fg,--,fg,ef,fg,fg,ef,ge,ee,ee,--,fg,ee,ee,ef,ge,ef,fg,ge,ge,fg,ef,ef,ge,fg,ef,ef,ge,fg,ee,fg,fg,ge,ef,ef,--,--,ee,ge,ee,ge,ef,fg,ge,fg,ee,fg,ee,ee,ee,ef,ee,ge,ee,fg,ef,ge,ef,ee,ee,ee,ef,fg,ee,fg,ee,ef,ee,ee,ee,ee,fg,ef,ee,ee,ee,ef,ef,ee,ee,fg
304,SCF25221,<efxeg>,7,7,fg,ef,ee,ge,ee,fg,ee,ef,ge,ef,fg,ee,ee,ge,ee,fg,fg,fg,ef,ge,ge,ee,fg,ge,fg,ef,ef,ef,ef,ge,fg,fg,ge,ee,ef,fg,ge,ef,fg,ef,fg,ef,ef,fg,ef,fg,ee,ee,ge,fg,ee,fg,ee,ee,ge,ee,ge,ef,ge,ee,ee,ee,ge,ee,ef,ef,fg,ef,ee,fg,fg,ef,ge,ef,fg,fg,ef,ef,ge,ee,ge,ee,ee,ge,fg,fg,ge,fg,ge,fg,fg,ee,ge,ge,ee,fg,fg,ef,ee,ee,ee,ee,ge,ee,ge,fg,fg,ee,ge,fg,ef,fg,ge,ee,fg,ee,ee,ee,ef,ge,ee,ge,ee,fg,ef,fg,ge,ee,fg,ee,ee,ee,ee,ef,fg,ef,ef,ee,ef,ee,fg,fg,ef,ge,fg,ge,ef,fg,fg,ge,ef,ge,fg,ee,ge,fg,ee,ee,fg,ee,ge,ef,ef,fg,fg,ee,fg,ef,ee,ge,ef,ef,ef,ef,ge,ef,ge,ee,ee,ge,ee,ef,ef,ge,ge,ge,ee,fg,ee,ee,ge,ee,fg,ef,ge,ef,ef,ee,ge,ef,ge,fg,ee,ef,ef,ef,fg,ge,ee,ef,ee,fg,ee,ee,ee,ge,ee,fg,ee,ge,ge,fg
